id,date,category,description,amount,payment_method,location
836,2025-11-22,Shopping,Clothing,11219.19,Online,Rawalpindi
1305,2025-11-22,Education,Courses,15588.22,Cash,Dubai
301,2025-11-23,Shopping,Online Shopping,23010.79,Bank Transfer,Dubai
350,2025-11-23,Health,Doctor,3618.69,Cash,Dubai
353,2025-11-23,Education,Education Fees,14198.17,Online,Lahore
397,2025-11-25,Entertainment,Events,5162.19,Online,Islamabad
610,2025-11-25,Entertainment,Streaming,2206.77,Card,Dubai
646,2025-11-25,Education,Books,3012.81,Bank Transfer,Karachi
648,2025-11-25,Transport,Ride Share,776.29,Card,Karachi
817,2025-11-25,Health,Pharmacy,3678.84,Cash,Islamabad
71,2025-11-26,Travel,Travel Transport,3246.84,Cash,Dubai
143,2025-11-26,Entertainment,Games,5892.22,Cash,Rawalpindi
1374,2025-11-26,Shopping,Online Shopping,12505.75,Card,Rawalpindi
126,2025-11-27,Bills,Electricity,6518.04,Card,Islamabad
23,2025-11-28,Travel,Hotel,12964.23,Bank Transfer,Islamabad
679,2025-11-28,Transport,Public Transport,558.63,Bank Transfer,Dubai
853,2025-11-28,Shopping,Clothing,4136.57,Online,Islamabad
211,2025-11-29,Shopping,Online Shopping,16584.06,Bank Transfer,Karachi
564,2025-11-29,Bills,Phone Bill,3009.65,Bank Transfer,Lahore
775,2025-11-29,Food,Grocery,7575.28,Card,Rawalpindi
1490,2025-11-29,Education,Education Fees,13632.14,Card,Karachi
986,2025-11-30,Education,Courses,12105.52,Bank Transfer,Lahore
163,2025-12-01,Education,Courses,5886.59,Bank Transfer,Dubai
90,2025-12-02,Entertainment,Events,5253.44,Online,Islamabad
207,2025-12-02,Transport,Ride Share,1176.55,Online,Lahore
336,2025-12-02,Travel,Hotel,28409.97,Online,Karachi
62,2025-12-03,Bills,Electricity,21603.17,Bank Transfer,Islamabad
226,2025-12-04,Transport,Parking,566.7,Cash,Islamabad
867,2025-12-04,Education,Courses,11342.42,Card,Karachi
1320,2025-12-04,Bills,Phone Bill,3286.77,Bank Transfer,Lahore
640,2025-12-05,Travel,Flight,26103.9,Bank Transfer,Dubai
1408,2025-12-05,Transport,Ride Share,1124.31,Online,Lahore
303,2025-12-06,Transport,Parking,788.28,Card,Dubai
381,2025-12-06,Education,Courses,12814.91,Card,Dubai
644,2025-12-06,Health,Dental,6075.33,Online,Dubai
928,2025-12-06,Education,Stationery,2511.44,Bank Transfer,Islamabad
1293,2025-12-06,Health,Dental,8031.5,Cash,Karachi
177,2025-12-08,Entertainment,Games,7692.05,Cash,Karachi
1278,2025-12-08,Entertainment,Movies,1696.36,Online,Karachi
1385,2025-12-08,Shopping,Online Shopping,6465.1,Cash,Karachi
1461,2025-12-08,Bills,Internet,5617.22,Cash,Islamabad
740,2025-12-09,Bills,Phone Bill,2285.36,Bank Transfer,Islamabad
243,2025-12-10,Shopping,Electronics,10974.2,Online,Lahore
480,2025-12-10,Food,Coffee,853.79,Bank Transfer,Karachi
518,2025-12-10,Travel,Hotel,17262.77,Cash,Karachi
877,2025-12-10,Travel,Travel Transport,6289.88,Card,Dubai
1005,2025-12-10,Food,Fast Food,1861.0,Card,Rawalpindi
1017,2025-12-10,Education,Stationery,1556.24,Bank Transfer,Rawalpindi
302,2025-12-11,Travel,Travel Food,4466.08,Card,Islamabad
282,2025-12-12,Food,Restaurant,831.48,Bank Transfer,Lahore
744,2025-12-12,Education,Education Fees,35157.4,Card,Karachi
943,2025-12-12,Shopping,Home Supplies,4578.18,Card,Karachi
165,2025-12-13,Transport,Parking,1287.51,Cash,Lahore
253,2025-12-13,Shopping,Online Shopping,22156.09,Online,Lahore
778,2025-12-13,Food,Restaurant,1557.24,Cash,Dubai
894,2025-12-13,Travel,Hotel,13587.9,Online,Karachi
1207,2025-12-13,Health,Fitness,6315.9,Cash,Rawalpindi
190,2025-12-14,Travel,Travel Transport,3136.62,Card,Islamabad
198,2025-12-14,Health,Pharmacy,1584.63,Cash,Dubai
298,2025-12-14,Health,Doctor,3124.77,Online,Dubai
5,2025-12-15,Bills,Internet,3604.91,Bank Transfer,Karachi
885,2025-12-15,Travel,Travel Food,6381.86,Cash,Karachi
1214,2025-12-15,Shopping,Clothing,2958.13,Bank Transfer,Lahore
1324,2025-12-15,Transport,Public Transport,566.76,Online,Rawalpindi
618,2025-12-16,Health,Dental,9442.63,Bank Transfer,Karachi
1292,2025-12-16,Entertainment,Events,8437.04,Online,Dubai
692,2025-12-17,Travel,Hotel,16415.1,Online,Lahore
767,2025-12-17,Education,Stationery,1860.93,Online,Islamabad
906,2025-12-17,Entertainment,Games,6578.45,Card,Dubai
1403,2025-12-17,Food,Grocery,4949.14,Card,Karachi
1492,2025-12-17,Education,Books,3213.59,Bank Transfer,Islamabad
412,2025-12-18,Transport,Fuel,8315.32,Cash,Dubai
1347,2025-12-18,Education,Courses,7806.91,Card,Islamabad
913,2025-12-19,Transport,Ride Share,1336.44,Online,Lahore
1024,2025-12-19,Shopping,Home Supplies,4013.26,Cash,Dubai
1210,2025-12-19,Food,Fast Food,1896.89,Cash,Rawalpindi
1291,2025-12-19,Entertainment,Games,6404.03,Cash,Karachi
1396,2025-12-19,Shopping,Home Supplies,5959.27,Online,Islamabad
1010,2025-12-20,Travel,Travel Transport,3506.53,Card,Rawalpindi
1466,2025-12-20,Education,Education Fees,25619.44,Bank Transfer,Karachi
280,2025-12-21,Bills,Electricity,8827.7,Bank Transfer,Lahore
382,2025-12-21,Food,Restaurant,1749.76,Card,Islamabad
608,2025-12-21,Education,Courses,13701.95,Card,Karachi
1015,2025-12-22,Education,Education Fees,30444.44,Card,Islamabad
241,2025-12-24,Food,Coffee,278.22,Bank Transfer,Lahore
862,2025-12-24,Food,Grocery,8269.27,Bank Transfer,Islamabad
196,2025-12-25,Health,Pharmacy,3643.45,Cash,Rawalpindi
519,2025-12-25,Bills,Electricity,15129.32,Card,Rawalpindi
698,2025-12-25,Transport,Parking,451.7,Online,Lahore
215,2025-12-26,Shopping,Electronics,16063.99,Bank Transfer,Lahore
433,2025-12-26,Bills,Internet,3859.76,Bank Transfer,Islamabad
521,2025-12-26,Education,Books,5366.88,Cash,Lahore
1255,2025-12-26,Entertainment,Streaming,725.71,Card,Islamabad
1009,2025-12-28,Bills,Utilities,4424.97,Card,Islamabad
1087,2025-12-28,Bills,Phone Bill,1524.58,Card,Lahore
57,2025-12-29,Education,Courses,15722.94,Cash,Lahore
310,2025-12-29,Bills,Utilities,3936.23,Cash,Islamabad
1142,2025-12-29,Food,Restaurant,1331.29,Online,Islamabad
1469,2025-12-29,Travel,Travel Food,3501.13,Online,Dubai
922,2025-12-30,Entertainment,Games,4920.88,Card,Dubai
1327,2025-12-30,Health,Doctor,4179.75,Online,Dubai
725,2025-12-31,Shopping,Clothing,4522.97,Card,Rawalpindi
257,2026-01-01,Food,Fast Food,872.32,Bank Transfer,Rawalpindi
514,2026-01-01,Entertainment,Games,4640.98,Bank Transfer,Lahore
796,2026-01-02,Travel,Travel Transport,5821.55,Cash,Lahore
1262,2026-01-02,Education,Courses,13704.15,Card,Karachi
152,2026-01-03,Health,Fitness,2211.34,Online,Dubai
669,2026-01-03,Bills,Utilities,6034.41,Cash,Dubai
676,2026-01-03,Food,Grocery,7234.23,Cash,Karachi
1194,2026-01-03,Bills,Phone Bill,3070.81,Cash,Dubai
1487,2026-01-03,Entertainment,Movies,960.78,Card,Lahore
598,2026-01-04,Health,Fitness,4396.73,Card,Karachi
668,2026-01-04,Shopping,Home Supplies,7183.09,Online,Rawalpindi
1380,2026-01-04,Education,Education Fees,14753.12,Online,Rawalpindi
111,2026-01-05,Shopping,Home Supplies,1097.94,Cash,Islamabad
445,2026-01-05,Bills,Electricity,10204.73,Cash,Karachi
554,2026-01-05,Entertainment,Streaming,1151.24,Online,Dubai
678,2026-01-05,Education,Education Fees,39059.3,Card,Karachi
774,2026-01-05,Food,Grocery,10404.74,Cash,Rawalpindi
133,2026-01-06,Travel,Travel Transport,4882.25,Cash,Islamabad
980,2026-01-06,Entertainment,Events,9306.95,Cash,Islamabad
1272,2026-01-06,Food,Grocery,1818.75,Online,Dubai
1437,2026-01-06,Transport,Fuel,4975.11,Online,Lahore
1050,2026-01-07,Transport,Public Transport,550.33,Card,Lahore
1112,2026-01-08,Transport,Parking,1237.02,Cash,Lahore
56,2026-01-09,Food,Fast Food,795.7,Cash,Karachi
399,2026-01-09,Transport,Fuel,5936.16,Cash,Dubai
1485,2026-01-09,Education,Courses,9311.99,Bank Transfer,Karachi
673,2026-01-10,Education,Courses,14827.77,Bank Transfer,Lahore
1006,2026-01-10,Travel,Hotel,19586.23,Cash,Dubai
1088,2026-01-11,Health,Pharmacy,3656.33,Bank Transfer,Rawalpindi
1316,2026-01-12,Travel,Travel Food,3488.39,Card,Lahore
1423,2026-01-12,Shopping,Home Supplies,8272.39,Card,Islamabad
107,2026-01-13,Travel,Travel Food,4211.68,Bank Transfer,Islamabad
478,2026-01-13,Travel,Flight,73916.31,Cash,Lahore
1290,2026-01-13,Food,Grocery,1956.87,Card,Rawalpindi
201,2026-01-14,Bills,Phone Bill,3396.61,Card,Karachi
1139,2026-01-14,Travel,Hotel,7419.0,Cash,Islamabad
174,2026-01-15,Entertainment,Events,6147.63,Cash,Islamabad
357,2026-01-15,Transport,Fuel,3400.95,Online,Dubai
532,2026-01-15,Education,Stationery,762.85,Card,Islamabad
708,2026-01-15,Transport,Ride Share,1520.16,Online,Dubai
1468,2026-01-15,Entertainment,Events,8567.41,Cash,Rawalpindi
882,2026-01-16,Travel,Travel Food,3214.06,Bank Transfer,Lahore
547,2026-01-17,Food,Fast Food,1684.14,Bank Transfer,Islamabad
1303,2026-01-17,Shopping,Online Shopping,17839.06,Card,Karachi
251,2026-01-18,Bills,Electricity,10032.04,Card,Islamabad
512,2026-01-18,Education,Books,2816.44,Bank Transfer,Lahore
819,2026-01-18,Shopping,Clothing,4426.79,Card,Lahore
1156,2026-01-18,Transport,Public Transport,245.25,Card,Rawalpindi
1252,2026-01-18,Shopping,Electronics,35567.97,Online,Dubai
1387,2026-01-18,Education,Education Fees,18231.91,Card,Rawalpindi
1504,2026-01-18,Shopping,Electronics,210000.0,Card,Islamabad
407,2026-01-19,Education,Education Fees,31781.19,Cash,Islamabad
1369,2026-01-19,Travel,Travel Food,3140.47,Online,Lahore
1399,2026-01-19,Shopping,Electronics,21131.13,Cash,Dubai
96,2026-01-20,Education,Courses,4198.66,Cash,Karachi
437,2026-01-20,Travel,Hotel,26887.87,Card,Rawalpindi
988,2026-01-20,Entertainment,Movies,1265.68,Online,Karachi
1038,2026-01-20,Transport,Ride Share,1065.46,Bank Transfer,Rawalpindi
233,2026-01-21,Shopping,Electronics,20327.03,Cash,Rawalpindi
309,2026-01-21,Health,Doctor,4386.41,Bank Transfer,Dubai
823,2026-01-21,Food,Fast Food,741.35,Bank Transfer,Lahore
1355,2026-01-22,Entertainment,Games,4618.88,Cash,Lahore
102,2026-01-24,Health,Pharmacy,2560.58,Bank Transfer,Lahore
345,2026-01-24,Entertainment,Games,5145.05,Cash,Islamabad
604,2026-01-24,Health,Pharmacy,4207.03,Cash,Rawalpindi
731,2026-01-24,Transport,Public Transport,325.42,Bank Transfer,Lahore
909,2026-01-24,Health,Fitness,3966.54,Card,Karachi
1459,2026-01-24,Food,Grocery,2194.32,Card,Dubai
85,2026-01-25,Travel,Hotel,40863.12,Bank Transfer,Rawalpindi
168,2026-01-26,Health,Pharmacy,3242.01,Online,Karachi
1160,2026-01-26,Transport,Parking,547.48,Cash,Rawalpindi
1382,2026-01-26,Education,Books,4874.9,Bank Transfer,Dubai
342,2026-01-27,Travel,Travel Transport,2971.45,Cash,Islamabad
1079,2026-01-27,Health,Doctor,3623.21,Card,Karachi
266,2026-01-28,Food,Grocery,6471.92,Bank Transfer,Islamabad
329,2026-01-28,Entertainment,Events,9105.1,Bank Transfer,Islamabad
289,2026-01-29,Education,Courses,16967.68,Cash,Islamabad
454,2026-01-29,Health,Fitness,2784.78,Cash,Lahore
625,2026-01-29,Education,Courses,6620.42,Bank Transfer,Islamabad
918,2026-01-29,Health,Fitness,2247.0,Cash,Lahore
1342,2026-01-29,Shopping,Clothing,7096.97,Card,Lahore
242,2026-01-31,Transport,Public Transport,275.52,Bank Transfer,Karachi
826,2026-01-31,Entertainment,Events,6672.05,Card,Islamabad
786,2026-02-01,Entertainment,Events,9250.25,Cash,Dubai
841,2026-02-01,Travel,Travel Transport,1971.67,Cash,Lahore
990,2026-02-01,Health,Doctor,4376.43,Cash,Islamabad
506,2026-02-02,Health,Doctor,2998.49,Bank Transfer,Islamabad
790,2026-02-02,Travel,Travel Food,2055.11,Cash,Dubai
825,2026-02-02,Bills,Phone Bill,3749.61,Card,Islamabad
963,2026-02-03,Transport,Public Transport,379.87,Online,Karachi
1336,2026-02-03,Entertainment,Games,8640.46,Bank Transfer,Rawalpindi
751,2026-02-04,Bills,Internet,3684.37,Bank Transfer,Rawalpindi
961,2026-02-04,Transport,Public Transport,374.37,Online,Lahore
942,2026-02-05,Travel,Flight,74075.93,Cash,Dubai
1431,2026-02-06,Bills,Internet,6639.03,Online,Islamabad
436,2026-02-07,Travel,Flight,62082.85,Bank Transfer,Rawalpindi
485,2026-02-07,Health,Dental,8387.45,Cash,Karachi
952,2026-02-07,Shopping,Online Shopping,5016.67,Online,Lahore
1032,2026-02-08,Entertainment,Events,5187.86,Card,Islamabad
1434,2026-02-08,Transport,Fuel,4765.35,Card,Islamabad
713,2026-02-09,Education,Courses,9098.72,Card,Karachi
746,2026-02-09,Bills,Utilities,7830.31,Bank Transfer,Dubai
1143,2026-02-09,Health,Doctor,8635.13,Card,Dubai
1488,2026-02-09,Education,Stationery,2225.74,Cash,Lahore
159,2026-02-10,Bills,Electricity,12701.01,Card,Dubai
446,2026-02-10,Bills,Internet,4115.24,Card,Karachi
546,2026-02-10,Health,Doctor,2057.32,Online,Islamabad
875,2026-02-10,Food,Grocery,3180.37,Bank Transfer,Rawalpindi
1072,2026-02-10,Travel,Hotel,13221.71,Online,Rawalpindi
1312,2026-02-10,Entertainment,Streaming,1213.17,Online,Dubai
166,2026-02-11,Health,Pharmacy,3787.19,Card,Islamabad
209,2026-02-11,Food,Coffee,226.06,Card,Islamabad
322,2026-02-11,Travel,Flight,97567.88,Bank Transfer,Karachi
383,2026-02-11,Health,Pharmacy,3074.44,Online,Rawalpindi
555,2026-02-11,Transport,Ride Share,872.6,Online,Dubai
148,2026-02-12,Transport,Public Transport,571.76,Online,Islamabad
1033,2026-02-12,Shopping,Online Shopping,8696.55,Bank Transfer,Karachi
1140,2026-02-12,Entertainment,Events,8585.71,Bank Transfer,Karachi
27,2026-02-13,Health,Fitness,5386.93,Online,Karachi
813,2026-02-13,Bills,Electricity,10522.39,Online,Lahore
258,2026-02-14,Travel,Travel Transport,2826.12,Cash,Rawalpindi
805,2026-02-14,Entertainment,Movies,1607.76,Online,Lahore
199,2026-02-15,Transport,Fuel,6761.06,Card,Karachi
403,2026-02-15,Education,Books,5088.68,Bank Transfer,Dubai
601,2026-02-15,Education,Education Fees,17414.88,Online,Rawalpindi
734,2026-02-15,Bills,Utilities,3856.52,Cash,Dubai
1127,2026-02-15,Entertainment,Streaming,1094.13,Card,Karachi
1133,2026-02-15,Education,Stationery,692.84,Bank Transfer,Lahore
132,2026-02-18,Food,Coffee,517.53,Cash,Dubai
578,2026-02-18,Education,Education Fees,20014.59,Card,Dubai
1322,2026-02-18,Education,Books,3375.73,Cash,Rawalpindi
414,2026-02-19,Shopping,Electronics,40824.08,Online,Rawalpindi
567,2026-02-19,Education,Books,3890.55,Cash,Islamabad
672,2026-02-19,Entertainment,Movies,1363.6,Online,Lahore
327,2026-02-20,Education,Stationery,551.94,Card,Lahore
682,2026-02-20,Health,Dental,8755.11,Online,Dubai
38,2026-02-21,Travel,Travel Transport,2334.81,Online,Karachi
716,2026-02-21,Transport,Ride Share,1184.19,Bank Transfer,Karachi
1251,2026-02-21,Travel,Hotel,35029.13,Cash,Lahore
136,2026-02-22,Transport,Fuel,9440.01,Card,Rawalpindi
129,2026-02-23,Health,Dental,10984.14,Cash,Islamabad
170,2026-02-23,Transport,Fuel,3345.11,Card,Islamabad
225,2026-02-23,Health,Pharmacy,3779.51,Bank Transfer,Karachi
401,2026-02-23,Travel,Flight,66050.22,Cash,Islamabad
701,2026-02-23,Health,Pharmacy,1486.61,Bank Transfer,Islamabad
1227,2026-02-23,Transport,Ride Share,1017.82,Bank Transfer,Karachi
559,2026-02-24,Food,Restaurant,1841.71,Cash,Lahore
860,2026-02-24,Travel,Hotel,25887.22,Card,Lahore
691,2026-02-25,Shopping,Electronics,39894.34,Bank Transfer,Lahore
130,2026-02-26,Travel,Travel Food,5564.0,Online,Dubai
307,2026-02-27,Entertainment,Events,6615.3,Online,Karachi
1106,2026-02-27,Bills,Phone Bill,2980.7,Bank Transfer,Dubai
1246,2026-02-27,Health,Dental,7594.92,Card,Karachi
535,2026-02-28,Entertainment,Movies,1822.87,Online,Dubai
703,2026-02-28,Travel,Flight,49294.63,Online,Islamabad
904,2026-02-28,Entertainment,Games,5724.44,Online,Rawalpindi
1205,2026-02-28,Education,Education Fees,41620.47,Bank Transfer,Karachi
1260,2026-02-28,Travel,Travel Transport,3674.99,Card,Dubai
75,2026-03-01,Entertainment,Events,6552.9,Cash,Lahore
83,2026-03-01,Education,Stationery,1335.79,Online,Karachi
542,2026-03-01,Shopping,Electronics,36986.53,Card,Karachi
872,2026-03-01,Education,Books,2805.64,Cash,Karachi
1184,2026-03-02,Travel,Travel Food,1916.27,Online,Rawalpindi
1193,2026-03-02,Travel,Travel Food,3307.25,Card,Karachi
117,2026-03-03,Entertainment,Events,6194.13,Online,Islamabad
249,2026-03-03,Shopping,Clothing,8335.29,Bank Transfer,Karachi
283,2026-03-03,Food,Coffee,903.16,Bank Transfer,Islamabad
1173,2026-03-03,Bills,Phone Bill,2819.32,Online,Rawalpindi
1232,2026-03-04,Travel,Travel Food,4967.64,Bank Transfer,Rawalpindi
979,2026-03-05,Food,Grocery,3165.74,Card,Dubai
86,2026-03-06,Entertainment,Events,4470.14,Online,Rawalpindi
459,2026-03-07,Health,Doctor,6280.08,Card,Karachi
571,2026-03-07,Health,Dental,6496.94,Bank Transfer,Rawalpindi
91,2026-03-08,Bills,Electricity,11413.7,Card,Islamabad
393,2026-03-08,Bills,Utilities,7846.46,Bank Transfer,Islamabad
602,2026-03-08,Shopping,Clothing,4678.26,Card,Lahore
737,2026-03-08,Travel,Flight,114064.46,Bank Transfer,Rawalpindi
1230,2026-03-08,Food,Fast Food,1864.09,Cash,Lahore
18,2026-03-09,Transport,Parking,632.56,Online,Dubai
1165,2026-03-09,Health,Doctor,4255.18,Online,Karachi
1432,2026-03-09,Travel,Travel Food,6241.0,Online,Karachi
33,2026-03-10,Education,Education Fees,35910.07,Card,Karachi
194,2026-03-10,Food,Fast Food,1293.14,Bank Transfer,Karachi
561,2026-03-10,Education,Stationery,1190.06,Cash,Rawalpindi
1115,2026-03-10,Entertainment,Games,2902.33,Cash,Islamabad
203,2026-03-11,Travel,Travel Transport,3129.11,Cash,Dubai
1066,2026-03-11,Entertainment,Games,4815.86,Bank Transfer,Karachi
1473,2026-03-11,Shopping,Online Shopping,10448.17,Card,Rawalpindi
921,2026-03-12,Shopping,Online Shopping,10617.35,Online,Rawalpindi
191,2026-03-14,Health,Dental,7582.89,Cash,Rawalpindi
866,2026-03-14,Transport,Public Transport,367.92,Card,Islamabad
16,2026-03-15,Education,Stationery,818.65,Cash,Dubai
89,2026-03-15,Shopping,Online Shopping,6258.92,Bank Transfer,Rawalpindi
432,2026-03-15,Shopping,Electronics,49694.02,Cash,Karachi
1413,2026-03-15,Travel,Hotel,30316.93,Bank Transfer,Dubai
118,2026-03-16,Bills,Electricity,13336.56,Card,Lahore
210,2026-03-16,Education,Education Fees,17814.8,Online,Karachi
1495,2026-03-16,Entertainment,Events,8563.83,Card,Dubai
260,2026-03-17,Shopping,Home Supplies,3358.64,Card,Islamabad
1082,2026-03-17,Transport,Parking,682.02,Online,Rawalpindi
67,2026-03-18,Transport,Public Transport,435.38,Card,Islamabad
294,2026-03-18,Shopping,Home Supplies,5792.09,Online,Islamabad
525,2026-03-18,Shopping,Online Shopping,5875.6,Card,Islamabad
916,2026-03-19,Education,Stationery,1678.91,Online,Rawalpindi
1271,2026-03-19,Education,Stationery,635.37,Online,Rawalpindi
99,2026-03-20,Health,Fitness,4245.63,Online,Lahore
653,2026-03-20,Health,Pharmacy,2220.94,Card,Dubai
263,2026-03-22,Bills,Electricity,6188.98,Online,Islamabad
539,2026-03-22,Entertainment,Games,8198.36,Bank Transfer,Islamabad
650,2026-03-22,Transport,Fuel,3111.64,Bank Transfer,Karachi
917,2026-03-22,Entertainment,Games,5236.18,Cash,Dubai
1417,2026-03-22,Food,Grocery,9399.94,Bank Transfer,Rawalpindi
989,2026-03-23,Shopping,Electronics,62454.59,Online,Lahore
1180,2026-03-23,Entertainment,Movies,1081.07,Online,Lahore
1389,2026-03-23,Bills,Phone Bill,2623.17,Online,Islamabad
212,2026-03-24,Transport,Fuel,5219.3,Online,Dubai
464,2026-03-24,Entertainment,Movies,1023.28,Online,Karachi
1421,2026-03-24,Entertainment,Games,3962.79,Bank Transfer,Karachi
520,2026-03-25,Education,Courses,14666.27,Online,Rawalpindi
1198,2026-03-25,Travel,Hotel,43921.67,Card,Dubai
710,2026-03-26,Food,Grocery,8227.87,Bank Transfer,Lahore
1202,2026-03-26,Education,Books,2465.64,Online,Islamabad
1486,2026-03-26,Travel,Flight,35779.61,Online,Karachi
146,2026-03-27,Transport,Parking,285.22,Cash,Rawalpindi
396,2026-03-27,Health,Fitness,4813.02,Cash,Islamabad
533,2026-03-27,Travel,Travel Food,3265.21,Bank Transfer,Dubai
1116,2026-03-27,Education,Stationery,2088.86,Card,Rawalpindi
162,2026-03-28,Food,Fast Food,1512.3,Card,Islamabad
54,2026-03-29,Education,Books,1827.41,Cash,Dubai
156,2026-03-29,Health,Dental,10567.46,Online,Islamabad
218,2026-03-29,Bills,Phone Bill,2830.47,Bank Transfer,Dubai
818,2026-03-29,Shopping,Online Shopping,3512.74,Cash,Lahore
1055,2026-03-29,Health,Doctor,5886.74,Card,Karachi
1317,2026-03-29,Entertainment,Streaming,1489.37,Bank Transfer,Karachi
453,2026-03-30,Entertainment,Movies,1954.28,Cash,Karachi
636,2026-03-30,Entertainment,Streaming,1660.18,Cash,Lahore
771,2026-03-30,Entertainment,Movies,972.32,Card,Dubai
1206,2026-03-30,Shopping,Clothing,10560.17,Card,Karachi
262,2026-03-31,Health,Fitness,1653.41,Bank Transfer,Dubai
267,2026-03-31,Transport,Fuel,5634.58,Online,Islamabad
495,2026-03-31,Shopping,Clothing,13686.46,Bank Transfer,Karachi
612,2026-03-31,Travel,Hotel,35539.95,Online,Islamabad
1240,2026-03-31,Transport,Public Transport,340.6,Card,Rawalpindi
448,2026-04-01,Food,Restaurant,2477.57,Card,Rawalpindi
1287,2026-04-01,Shopping,Electronics,18117.98,Card,Karachi
1442,2026-04-01,Health,Pharmacy,1344.83,Card,Karachi
79,2026-04-02,Shopping,Online Shopping,9772.26,Cash,Islamabad
556,2026-04-02,Shopping,Online Shopping,11801.65,Bank Transfer,Islamabad
896,2026-04-02,Health,Dental,7173.2,Cash,Dubai
1164,2026-04-02,Education,Education Fees,17338.06,Online,Karachi
1211,2026-04-02,Entertainment,Events,8466.02,Online,Lahore
1222,2026-04-02,Transport,Public Transport,462.34,Online,Dubai
705,2026-04-03,Shopping,Clothing,5543.28,Online,Islamabad
1279,2026-04-03,Transport,Ride Share,2202.05,Card,Rawalpindi
4,2026-04-05,Bills,Electricity,15832.08,Cash,Rawalpindi
217,2026-04-05,Health,Dental,5303.45,Card,Rawalpindi
1234,2026-04-05,Shopping,Home Supplies,2002.33,Online,Rawalpindi
1273,2026-04-05,Health,Pharmacy,2228.25,Bank Transfer,Karachi
821,2026-04-06,Travel,Hotel,18789.04,Cash,Lahore
977,2026-04-07,Education,Courses,16094.11,Card,Dubai
271,2026-04-08,Shopping,Online Shopping,23925.6,Bank Transfer,Islamabad
488,2026-04-08,Bills,Utilities,4360.21,Card,Karachi
522,2026-04-08,Transport,Ride Share,932.49,Bank Transfer,Islamabad
1129,2026-04-08,Travel,Flight,43367.57,Bank Transfer,Islamabad
1253,2026-04-08,Food,Restaurant,2913.34,Bank Transfer,Lahore
1331,2026-04-08,Bills,Electricity,7819.89,Cash,Karachi
1410,2026-04-08,Travel,Travel Transport,4290.45,Card,Islamabad
617,2026-04-09,Transport,Ride Share,1584.18,Cash,Karachi
626,2026-04-09,Shopping,Electronics,29930.86,Bank Transfer,Dubai
633,2026-04-09,Transport,Fuel,6770.1,Online,Lahore
800,2026-04-09,Travel,Travel Transport,555.51,Card,Islamabad
108,2026-04-10,Bills,Phone Bill,2061.27,Card,Lahore
172,2026-04-10,Health,Fitness,3729.5,Cash,Rawalpindi
465,2026-04-10,Food,Fast Food,1396.76,Cash,Karachi
900,2026-04-10,Travel,Hotel,11087.86,Card,Islamabad
1270,2026-04-10,Food,Coffee,666.15,Card,Islamabad
1384,2026-04-10,Bills,Utilities,6104.48,Online,Karachi
324,2026-04-11,Travel,Flight,85615.59,Online,Islamabad
1220,2026-04-11,Transport,Fuel,6582.61,Online,Karachi
1294,2026-04-11,Food,Coffee,410.25,Card,Lahore
898,2026-04-12,Bills,Utilities,5517.09,Cash,Lahore
1392,2026-04-12,Shopping,Home Supplies,3000.43,Cash,Karachi
157,2026-04-13,Bills,Internet,6904.43,Online,Karachi
1456,2026-04-13,Transport,Public Transport,462.18,Cash,Dubai
46,2026-04-14,Health,Pharmacy,591.11,Card,Karachi
292,2026-04-14,Entertainment,Games,5975.13,Card,Karachi
621,2026-04-14,Entertainment,Streaming,847.42,Online,Karachi
1012,2026-04-14,Transport,Ride Share,1042.83,Cash,Islamabad
1225,2026-04-14,Shopping,Clothing,10261.15,Online,Rawalpindi
1435,2026-04-14,Shopping,Electronics,31188.82,Online,Islamabad
15,2026-04-15,Shopping,Home Supplies,2378.42,Bank Transfer,Dubai
483,2026-04-15,Transport,Ride Share,1187.18,Online,Karachi
1026,2026-04-15,Health,Doctor,1312.08,Bank Transfer,Islamabad
1083,2026-04-16,Food,Restaurant,1141.37,Bank Transfer,Lahore
1481,2026-04-17,Health,Dental,7382.01,Card,Islamabad
1349,2026-04-18,Transport,Ride Share,1245.55,Cash,Rawalpindi
12,2026-04-19,Education,Stationery,2748.13,Cash,Islamabad
36,2026-04-19,Entertainment,Movies,1233.59,Card,Karachi
1132,2026-04-19,Entertainment,Streaming,1572.44,Cash,Karachi
1172,2026-04-19,Shopping,Electronics,54104.07,Card,Karachi
1263,2026-04-19,Health,Doctor,4308.58,Cash,Karachi
355,2026-04-20,Food,Coffee,1040.09,Cash,Rawalpindi
768,2026-04-20,Food,Fast Food,587.22,Cash,Karachi
1002,2026-04-20,Shopping,Online Shopping,6307.02,Bank Transfer,Rawalpindi
597,2026-04-21,Food,Restaurant,2915.6,Card,Islamabad
674,2026-04-21,Transport,Parking,620.2,Card,Lahore
331,2026-04-22,Bills,Internet,4055.68,Bank Transfer,Karachi
487,2026-04-23,Health,Fitness,2103.19,Bank Transfer,Lahore
1067,2026-04-23,Transport,Fuel,5481.21,Bank Transfer,Islamabad
88,2026-04-24,Shopping,Clothing,13728.72,Card,Karachi
244,2026-04-26,Travel,Hotel,38284.21,Card,Islamabad
967,2026-04-28,Food,Grocery,6666.85,Cash,Karachi
1124,2026-04-28,Education,Stationery,1691.84,Card,Lahore
318,2026-04-29,Transport,Fuel,2785.67,Cash,Rawalpindi
